ts	zoom_sample	active_profile	zoom_ratio	profile_src	eff_pan	eff_tilt	eff_accel	lead_ms	ap_mode	ap_trk	ap_id	err_x	err_y	cmd_pan	cmd_tilt	base_pan	base_tilt	trk_mode	sel_id	sel_valid	lost	cx	cy	pcx	pcy	vx	vy	motion	score	policy	switch	auto_zoom_box_h	auto_zoom_target_h	auto_zoom_cmd
1785503442.336	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	521/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503442.764	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	532/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503443.110	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	540/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503443.453	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	549/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503443.808	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	558/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503444.157	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	567/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503444.506	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	575/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503444.944	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	586/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503445.290	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	595/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503445.622	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	603/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503445.970	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	612/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503446.317	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	621/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503446.664	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	629/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503447.129	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	641/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503447.476	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	649/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503447.821	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	658/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503448.166	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	667/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503448.512	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	675/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503448.842	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	684/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503449.315	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	695/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503449.668	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	704/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503450.012	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	713/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503450.342	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	721/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503450.688	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	730/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503451.025	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	738/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503451.531	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	751/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503451.862	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	759/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503452.206	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	768/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503452.537	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	776/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503452.871	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	784/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503453.209	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	793/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503453.567	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	802/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503453.917	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	811/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503454.248	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	819/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503454.578	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	827/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503454.930	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	836/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503455.274	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	844/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
1785503455.622	5	5	0.173	user	31	25	7	138	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	853/12	0.383594	0.539815	0.383624	0.53992	0.000168069	0.000584112	0.000607811	0.136835	moving_near_sticky		0	0.48	0
